postId,pageName,text,title,subtitle,stars,source,date,latitude,longitude,Brand,Sub-Category
R3TBJZ0V38DFTG,Dr. Scholl's Shoes Women's Giorgie Ballet Flat,Bought these for a graveside funeral so I knew I’d be standing a lot. They were comfortable enough for what I needed. Not too loud when walking on tile or hardwood floors.,"4.0 out of 5 stars
 Good shoes",,4,Amazon Review,2023-07-22T23:00:00.000Z,,,drscholls,Flats
R3GNIJPJVBN68L,Dr. Scholl's Shoes Women's Giorgie Ballet Flat,I have an injury from a broken toe. The shoe pressed on it. I'm sure these would be quite comfortable for anyone else.,"3.0 out of 5 stars
 Not the shoes fault",,3,Amazon Review,2023-07-18T23:00:00.000Z,,,drscholls,Flats
R1OXGT6FWEJ3EV,Dr. Scholl's Shoes Women's Giorgie Ballet Flat,Was exactly what I expected,"5.0 out of 5 stars
 Comfortable",,5,Amazon Review,2023-07-16T23:00:00.000Z,,,drscholls,Flats
R2OPXGSEQIOAPX,Dr. Scholl's Shoes Women's Giorgie Ballet Flat,"Nice shoes, but didn't fit my feet comfortably. The label included with the shoes is not the label for UPS. They refused it. Please send me an appropriate label so I can return these shoes. Thank you","1.0 out of 5 stars
 Awful experience with Amazon employee trying to do everything she wanted. But no luck",,1,Amazon Review,2023-07-14T23:00:00.000Z,,,drscholls,Flats
R1PMSC8U42SYU5,Dr. Scholl's Shoes Women's Giorgie Ballet Flat,"I bought these to replace my daily flats for work. These are much more comfy than normal flats, and appear to be much more sturdy as well. Plus the sole is nice and thick, so I doubt these will wear off as fast. They took 2 days of wearing to break in, where the backs slightly rubbed my heal, but now they fit perfectly and are very comfortable.","5.0 out of 5 stars
 Excellent Choice",,5,Amazon Review,2023-07-13T23:00:00.000Z,,,drscholls,Flats
R38N3UYJZT3M5E,Dr. Scholl's Shoes Women's Giorgie Ballet Flat,"Tight toe area, but nicely made little shoes. Returning for a different size. They will go with all kinds if outfits.","4.0 out of 5 stars
 The toe box too pointy for my feet.",,4,Amazon Review,2023-07-10T23:00:00.000Z,,,drscholls,Flats
R14HDY3JEWXJSI,Dr. Scholl's Shoes Women's Giorgie Ballet Flat,Was not wide enough. Hurt to try to get on. Beautiful shoe.,"4.0 out of 5 stars
 Beautiful shoe",,4,Amazon Review,2023-07-07T23:00:00.000Z,,,drscholls,Flats
R3OZUBZU4QR5OF,Dr. Scholl's Shoes Women's Giorgie Ballet Flat,I bought a size 8 and from the moment I put my feet into them it was magic. Fit perfectly. The feeling is very comfortable and smooth. I will definitely be back for an Dr Scholls shoes. Love them ??,"5.0 out of 5 stars
 The cushion in this shoe is unbelievably!",,5,Amazon Review,2023-07-06T23:00:00.000Z,,,drscholls,Flats
RPK5UUBXY72KN,Dr. Scholl's Shoes Women's Giorgie Ballet Flat,These flats are sturdy while stylish and comfortable--what I would expect from Dr. Scholl's.,"5.0 out of 5 stars
 Nice, well-made flats.",,5,Amazon Review,2023-07-06T23:00:00.000Z,,,drscholls,Flats
RQVR947XECB35,Dr. Scholl's Shoes Women's Giorgie Ballet Flat,I thought these seemed very low quality for the dr scholls brand. They were very thin and sole was not supportive. I returned them.,"2.0 out of 5 stars
 Not impressed",,2,Amazon Review,2023-07-04T23:00:00.000Z,,,drscholls,Flats
R16KHV5MVX0YCD,Dr. Scholl's Shoes Women's Giorgie Ballet Flat,"I got these for work, going for something with a little more support than my cheap ballet flats I had previously. These are super comfortable. Nice cushion all around. I didn't get blisters and have to break them at all.","5.0 out of 5 stars
 Very comfortable",,5,Amazon Review,2023-07-02T23:00:00.000Z,,,drscholls,Flats
R2OAER7K9IVECK,Dr. Scholl's Shoes Women's Giorgie Ballet Flat,just the right shoe is a little snug..... they look nice and overall comfortable.,"3.0 out of 5 stars
 shoe",,3,Amazon Review,2023-07-02T23:00:00.000Z,,,drscholls,Flats
R2S3JFZLNFSLVX,Dr. Scholl's Shoes Women's Giorgie Ballet Flat,"This shoe is exactly what I was looking for. The size is true, the color lovely, and it's super comfortable.","5.0 out of 5 stars
 Exactly As Represented",,5,Amazon Review,2023-06-26T23:00:00.000Z,,,drscholls,Flats
R1OW4KTUAQ202M,Dr. Scholl's Shoes Women's Giorgie Ballet Flat,They are very comfortable and can walk in them for a long time.,"5.0 out of 5 stars
 Great pair of shoes",,5,Amazon Review,2023-06-25T23:00:00.000Z,,,drscholls,Flats
R14QGADDG0RSSQ,Dr. Scholl's Shoes Women's Giorgie Ballet Flat,Material peeling around bottom of heel and they’re less comfortable than others of this brand. Disappointed.,"3.0 out of 5 stars
 Not impressed.",,3,Amazon Review,2023-06-25T23:00:00.000Z,,,drscholls,Flats
R3H30CXR9DV46X,Dr. Scholl's Shoes Women's Giorgie Ballet Flat,"I had to size up half a size because when I ordered my size, it is too narrow and tight. Sizing up, they were super comfortable and gives great arch support.","4.0 out of 5 stars
 Size up!",,4,Amazon Review,2023-06-24T23:00:00.000Z,,,drscholls,Flats
RUV4Z36HKW23C,Dr. Scholl's Shoes Women's Ruler Loafer,Have to return. These are very narrow and run small,"3.0 out of 5 stars
 Cute but run small",,3,Amazon Review,2024-04-07T23:00:00.000Z,,,drscholls,Flats
R1UBQ4ZLZ9C056,Dr. Scholl's Shoes Women's Ruler Loafer,I can't even fit the shoe onto my foot. The opening is so narrow that my poor foot was in pain as I tried to fit the shoe on. I gave up. Would have been better if they had laces or a side zipper for access. Disappointed.,"3.0 out of 5 stars
 Can't fit my foot in shoe!",,3,Amazon Review,2024-04-06T23:00:00.000Z,,,drscholls,Flats
R1QQKE594MOM94,Dr. Scholl's Shoes Women's Ruler Loafer,"These are well-made but snug for me. Had to use a wrench to pull out the cardboard holding up the uppers. Will need a non-slip toe pad for the outer sole. The heel seems non-slip. Nice sueded fabric, even has a nap. The foam insoles are glued in, but could remove one (replace with a thin pad) to get a less snug fit on one foot. Outer heel looks nice.","5.0 out of 5 stars
 Snug but Nice Looking",,5,Amazon Review,2024-03-28T00:00:00.000Z,,,drscholls,Flats
R3PKERHR6T7WCU,Dr. Scholl's Shoes Women's Ruler Loafer,"I bought these shoes about 5 weeks ago, and the toe is peeling away from the sole already. They are cute, but not worth the money.","2.0 out of 5 stars
 Falling apart after 1 month",,2,Amazon Review,2024-03-28T00:00:00.000Z,,,drscholls,Flats
R21G8Y3141IJ23,Dr. Scholl's Shoes Women's Ruler Loafer,These shoes are comfortable and durable. I have bought 2 pair in tan and a pair in black within the past year. Easy to clean with a damp cloth.,"5.0 out of 5 stars
 Very pleased",,5,Amazon Review,2024-03-27T00:00:00.000Z,,,drscholls,Flats
R3TJP3QWOVNWMZ,Dr. Scholl's Shoes Women's Ruler Loafer,Way too small Couldn’t get my foot in the shoes I wear a size 6m but I probably have to purchase wide It only came in 7w,"1.0 out of 5 stars
 Very narrow",,1,Amazon Review,2024-03-25T00:00:00.000Z,,,drscholls,Flats
R1RD9JIZ4ND6XP,Dr. Scholl's Shoes Women's Ruler Loafer,"I purchased these in my usual size, but couldn’t get my feet in them. Returned.","2.0 out of 5 stars
 Runs small",,2,Amazon Review,2024-03-24T00:00:00.000Z,,,drscholls,Flats
R17MQ84YQ0XXJT,Dr. Scholl's Shoes Women's Ruler Loafer,I bought the in taupe and black. Easy to slip on and off. Doesnt hurt my heel or my toes. Comfortable for all day wear.,"5.0 out of 5 stars
 Comfortable",,5,Amazon Review,2024-03-23T00:00:00.000Z,,,drscholls,Flats
R3BHGKZQZWG4VK,Dr. Scholl's Shoes Women's Ruler Loafer,"Very comfy, i’m loving itp","5.0 out of 5 stars
 Na",,5,Amazon Review,2024-03-22T00:00:00.000Z,,,drscholls,Flats
R21TX9WTZVE8IZ,Dr. Scholl's Shoes Women's Ruler Loafer,Wore these all day today and love them! Cute and super comfortable.,"5.0 out of 5 stars
 Comfortable",,5,Amazon Review,2024-03-19T00:00:00.000Z,,,drscholls,Flats
R1VCIAULRPSY8U,Dr. Scholl's Shoes Women's Ruler Loafer,"These are sooo comfortable! I’m on my feet alot at work and these are great! Ordered a half size up from my usual and wore them to work straight out of the box. I was worried about the overall look of the shoe, but the are actually pretty cute","5.0 out of 5 stars
 So Comfortable!",,5,Amazon Review,2023-09-09T23:00:00.000Z,,,drscholls,Flats
RGNNBAIZ0CXWQ,Dr. Scholl's Shoes Women's Ruler Loafer,"These look even better than the photo and seem extremely comfortable after trying them on. I needed something comfortable, but didn't look terribly casual as I work at a more formal private school. Will update if there are any issues with the shoes
but they seem quality.","5.0 out of 5 stars
 Even better than the photo showed",,5,Amazon Review,2023-09-06T23:00:00.000Z,,,drscholls,Flats
RY9DC5NA689Y2,Dr. Scholl's Shoes Women's Ruler Loafer,"I like these a lot! Was looking for a shoe I can wear to the office in fall/winter. I find the most helpful shoe info in reviews to be sizing related. My standard shoe size is 8.5. I wear an 8 in Toms (because they are tight at first and then stretch) and a 9 in most running shoes to allow for toe spread/foot swelling. I got the 8 and 8.5s. Heel was coming up in the 8.5s. 8s are a bit snug, especially on the big toe, but from reading other reviews, they will stretch so they are similar to Tom’s, I think. The snugness is also not painful. Prefer that to my heel coming up. Other than the snug-ness, comfy out of the box.","5.0 out of 5 stars
 Size down!",,5,Amazon Review,2023-08-28T23:00:00.000Z,,,drscholls,Flats
RGCTV35BC4X8F,Dr. Scholl's Shoes Women's Ruler Loafer,"I love these shoes - they're very cute, soft, cozy. Unfortunately they're somehow huge. I usually wear a size 6. I ordered two different style shoes from the same company, and though the other ones fit these are huge. Maybe they mixed up the size, since no one else seems to have this problem! Wish I could order a different size but this is as low as they go.","2.0 out of 5 stars
 Sizing Way Off",,2,Amazon Review,2023-08-28T23:00:00.000Z,,,drscholls,Flats
R1ULUWDO2ZZT26,Dr. Scholl's Shoes Women's Ruler Loafer,"I loved the shoe itself, but run very narrow, other wise I would have kept, wish they came in wide","1.0 out of 5 stars
 For narrow feet",,1,Amazon Review,2023-08-24T23:00:00.000Z,,,drscholls,Flats
R1F47JDS0126LK,Dr. Scholl's Shoes Women's Ruler Loafer,"Cute shoes, didn’t fit my feet properly so couldn’t use.","4.0 out of 5 stars
 Cute",,4,Amazon Review,2023-08-21T23:00:00.000Z,,,drscholls,Flats
R11TR8NQU452T3,Dr. Scholl's Shoes Women's Ruler Loafer,I was looking for shoes to wear with my dress pants at work and these are perfect. I can also wear them with jeans. They are so comfortable!! I can put thin socks or knee high stockings to keep warm in the winter. I did listen to the reviews and went half a size up,"5.0 out of 5 stars
 Great shoes",,5,Amazon Review,2023-08-20T23:00:00.000Z,,,drscholls,Flats
R2DVJOE6KUR8ZW,Dr. Scholl's Shoes Women's Ruler Loafer,"Cute office shoes, but not very true to size, they were super narrow and I had a hard time getting them on, ended up returning","3.0 out of 5 stars
 Very narrow",,3,Amazon Review,2023-08-11T23:00:00.000Z,,,drscholls,Flats
RPVQPLY6TIB0R,Dr. Scholl's Shoes Women's Ruler Loafer,Love,"5.0 out of 5 stars
 Booties",,5,Amazon Review,2023-08-04T23:00:00.000Z,,,drscholls,Flats
R10BCR23YKS96I,Dr. Scholl's Shoes Women's Ruler Loafer,Very comfortable for work that require moderate to high walking. Does wear easily but as expected,"4.0 out of 5 stars
 Comfy footwear for work",,4,Amazon Review,2023-07-31T23:00:00.000Z,,,drscholls,Flats
R3I347M2MEGKD,Dr. Scholl's Shoes Women's Ruler Loafer,They fit like a glove once you walk around in them. I love them! They are perfect with jeans or ankle pants!,"4.0 out of 5 stars
 A little tight",,4,Amazon Review,2024-03-16T00:00:00.000Z,,,drscholls,Flats
R3JGKPCKEN64Z9,Dr. Scholl's Shoes Women's Ruler Loafer,"I found these shoe at a discount retailer a few years ago. I knew the moment I saw them, they'd me comfortable. After wearing them for awhile I wanted a new pair, and color. I looked her on Amazon and was able to find several different colors. I bought a tan pair about a year ago, and now I want the pink for spring. You won't regret buying this one!","5.0 out of 5 stars
 Most Comfortable Shoes Ever!",,5,Amazon Review,2024-03-10T00:00:00.000Z,,,drscholls,Flats
RNUH9CI6YFF2H,Dr. Scholl's Shoes Women's Ruler Loafer,Have only worn the shoes about a dozen times and they are falling apart. The sole is completely separated on one shoe. Waste of money.,"1.0 out of 5 stars
 Poor quality, don’t last",,1,Amazon Review,2024-03-07T00:00:00.000Z,,,drscholls,Flats
R2KAAIRCBD35J,Dr. Scholl's Shoes Women's Ruler Loafer,Love these. Dr. Scholl's never disappoints.,"5.0 out of 5 stars
 The Best Shoe and Brand",,5,Amazon Review,2024-03-07T00:00:00.000Z,,,drscholls,Flats
R1IQ03G6JJSWT,Dr. Scholl's Shoes Women's Ruler Loafer,"Nice shoe, however didn't find them to be a wide width.","3.0 out of 5 stars
 Nice shoe",,3,Amazon Review,2024-03-04T00:00:00.000Z,,,drscholls,Flats
R3D4CV8MOM94A4,Dr. Scholl's Shoes Women's Ruler Loafer,"These weren’t a very good fit for me. I liked the style, but my toes were too pinched. I didn’t think they’d be comfortable for wearing an entire day.","3.0 out of 5 stars
 Narrow toe box",,3,Amazon Review,2024-02-21T00:00:00.000Z,,,drscholls,Flats
R1TZ79YSTT3CL7,Dr. Scholl's Shoes Women's Ruler Loafer,So comfortable would love to buy a second pair,"5.0 out of 5 stars
 The color and the comfort of the shoe",,5,Amazon Review,2024-02-20T00:00:00.000Z,,,drscholls,Flats
R1BAAHEVNOSZ4C,Dr. Scholl's Shoes Women's Ruler Loafer,"I really wanted to like these. My heels felt raw within an hour, and by thr 3rd I developed blisters on the back of both heels.","2.0 out of 5 stars
 Ouch",,2,Amazon Review,2024-02-07T00:00:00.000Z,,,drscholls,Flats
R3FQ4MJQJYJJ4I,Dr. Scholl's Shoes Women's Ruler Loafer,These are great! Fit true to size! Very nice looking with pants and dresses!,"5.0 out of 5 stars
 Great Shoes",,5,Amazon Review,2024-01-31T00:00:00.000Z,,,drscholls,Flats
R3RA2Y3NHS4GFH,Dr. Scholl's Shoes Women's Ruler Loafer,"I like these shoes. I rated them 4 stars instead of 5 because the uppers are made out of a kind of synthetic fabric that has lots of holes in the pattern. I am afraid that when dirt gets on them, I won’t be able to get it out. I am a size 10 pretty narrow foot with a high arch. They are a snug fit so anyone with a wider foot may have difficulty. I wore them for the first time with no discomfort at all so they fit well. I do love the look with my jeans and will just use them when not traipsing through dirt. They look like a short boot with my jeans…","4.0 out of 5 stars
 Nice fit and look but may not hold up well in dirt",,4,Amazon Review,2024-01-24T00:00:00.000Z,,,drscholls,Flats
R1JMGMCYXHCYZZ,Dr. Scholl's Shoes Women's Ruler Loafer,Super comfortable and very stylish. The only disadvantage I have is that the bottom of the shoe started to come off after not even a month of having them.,"3.0 out of 5 stars
 Super comfortable",,3,Amazon Review,2024-01-24T00:00:00.000Z,,,drscholls,Flats
R3GMQ2570F96SV,Dr. Scholl's Shoes Women's Ruler Loafer,"Easy, cute shoe when you want comfort but elevated style. I love wearing these shoes dressed up or down.","5.0 out of 5 stars
 Comfortable",,5,Amazon Review,2024-01-21T00:00:00.000Z,,,drscholls,Flats
R3GWSUPB6ICKAA,Dr. Scholl's Shoes Women's Ruler Loafer,I am on my feet or on the go but needed a comfortable and classy show for work. Highly recommended.,"5.0 out of 5 stars
 Comfortable",,5,Amazon Review,2024-01-18T00:00:00.000Z,,,drscholls,Flats
R11XTI10Z1DGBK,Dr. Scholl's Shoes Women's Ruler Loafer,Comfortable and perfect fit!!,"5.0 out of 5 stars
 Great shoes",,5,Amazon Review,2024-01-15T00:00:00.000Z,,,drscholls,Flats
R2M9II1ABIBGUT,Dr. Scholl's Shoes Women's Ruler Loafer,"These shoes are amazing! I have to be careful with what I buy for flats. They MUST have support as I have a very high arch. As a high school teacher, I am on my feet all day! I can wear these all day with a no-show sock and my feet don't hurt at all by the end of the day. They go great with my all my colored pants and even dress up a pair of jeans! I think I need to order the black ones as well!!","5.0 out of 5 stars
 Very comfortable!",,5,Amazon Review,2024-01-10T00:00:00.000Z,,,drscholls,Flats
R3MBQE9KLYDD02,Dr. Scholl's Shoes Women's Ruler Loafer,Very nice shoe. Looks good on and very comfortable. Very forgiving for a wide foot.,"5.0 out of 5 stars
 Nice look and comfortable",,5,Amazon Review,2024-01-08T00:00:00.000Z,,,drscholls,Flats
R2ZYSK0ITWNOET,Dr. Scholl's Shoes Women's Ruler Loafer,Quality and fast shipping,"5.0 out of 5 stars
 Quality and fast shipping",,5,Amazon Review,2024-01-05T00:00:00.000Z,,,drscholls,Flats
R1AIQPLHZ84NLP,Dr. Scholl's Shoes Women's Ruler Loafer,"I wanted to love these so much, but no way. It was very difficult to even get my foot in, because of how high the top comes forward to your ankle. When I finally did get them on, that definitely presses into my ankle and would be a problem if worn. I also don't feel like these are a true wide, they're very narrow. But, they probably would stretch out as most shoes do. The pointed toe is a problem for me as far as width also. I could see my toes being sore if wearing these at work all day.
The color was disappointing too! I was looking forward to a slight pink tone like the pictures! They're are straight up beige ): the texture is beautiful though! If they had fit, the different texture would have made me overlook the no pink coloring!
If you're not actually a wide width and have tiny ankles, these shoes are made for you!","3.0 out of 5 stars
 Definitely not Wide Width",,3,Amazon Review,2024-01-04T00:00:00.000Z,,,drscholls,Flats
R2S6AEPEMJWJ8A,Dr. Scholl's Shoes Women's Ruler Loafer,I am a restaurant manager and on my feet a lot. These shoes are so cute and very comfortable. I'm coming back for some new colors soon. Not sure how long they will last but I'll update.,"5.0 out of 5 stars
 So comfortable",,5,Amazon Review,2024-01-04T00:00:00.000Z,,,drscholls,Flats
R2UYD57O09M3M2,Dr. Scholl's Shoes Women's Ruler Loafer,"I had my eyes on these a while and was back and forth with them, but they are wonderful!
Comfortable and so easy to match with outfits!
The color is nice too!","5.0 out of 5 stars
 Comfy",,5,Amazon Review,2024-01-01T00:00:00.000Z,,,drscholls,Flats
R124DU5UBY1D68,Dr. Scholl's Shoes Women's Ruler Loafer,Easy on my feet. I can wear all day comfortably.,"5.0 out of 5 stars
 Easy on my feet",,5,Amazon Review,2023-12-30T00:00:00.000Z,,,drscholls,Flats
R1H4EZHDBPBK3J,Dr. Scholl's Shoes Women's Ruler Loafer,She couldn’t get her feet into them. I wear 1 size smaller and I couldn’t get them on either. They are not wide enough. Unless you have a very skinny foot you probably can’t fit into these.,"2.0 out of 5 stars
 Bought these shoes for my daughter for Christmas",,2,Amazon Review,2023-12-29T00:00:00.000Z,,,drscholls,Flats
R3ILB8NYVDK2WF,Dr. Scholl's Shoes Women's Ruler Loafer,"I bought these same shoes in the store and they were perfect. The pair I got from Amazon were very low quality.
The tops felt like they were constructed of cardboard. They creased after wearing once and the pattern along the toe faded and left a blank spot after wearing twice.
They definitely were not the good quality Dr. Scholl's shoes that I bought for less at TJ Maxx.
Very disappointed.","1.0 out of 5 stars
 Poor quality Dr. Scholl's shoe",,1,Amazon Review,2023-12-28T00:00:00.000Z,,,drscholls,Flats
R2DGDXJKCHDMBO,Dr. Scholl's Shoes Women's Ruler Loafer,Love these shoes very comfortable and cute.,"5.0 out of 5 stars
 Very comfortable",,5,Amazon Review,2023-12-27T00:00:00.000Z,,,drscholls,Flats
R2OQTR7M6N0112,Dr. Scholl's Shoes Women's Ruler Loafer,The recipient of this product liked the shoe but there was no opportunity to have it replaced without buying it over again for a different size. It arrived in terrible condition.,"3.0 out of 5 stars
 Something Went Terribly Wrong With Shipping",,3,Amazon Review,2023-12-22T00:00:00.000Z,,,drscholls,Flats
R26I93MAQYW2TX,Dr. Scholl's Shoes Women's Ruler Loafer,"A little stiff the first time I wore them, but now they're great.","5.0 out of 5 stars
 Great shoes!",,5,Amazon Review,2023-12-21T00:00:00.000Z,,,drscholls,Flats
R2R0P5JA14AKK0,Dr. Scholl's Shoes Women's Ruler Loafer,"They were comfortable so I had high hopes, but after wearing them twice the bottom rubber sole came apart from the shoe at the top of the right toe. Very annoying since these were pricey compared to other brands and didn’t last long at all!","2.0 out of 5 stars
 Cheaply made",,2,Amazon Review,2023-12-17T00:00:00.000Z,,,drscholls,Flats
RJ1JKM8FSO5HK,Dr. Scholl's Shoes Women's Ruler Loafer,So easy to pull on and off. Super comfortable and looks great for dress up or dress down.,"5.0 out of 5 stars
 Comfort",,5,Amazon Review,2023-12-13T00:00:00.000Z,,,drscholls,Flats
R3IYCXPF3017GV,Dr. Scholl's Shoes Women's Ruler Loafer,"I’m a nurse and spend a lot of time on my feet. I needed a pair of cute work shoes I could wear on days I’m in clinic but also have a lot of meetings and can’t get away with scrubs and sneakers. I have plantar fasciitis so can’t wear most nicer shoes. I have gotten so many compliments on these from coworkers, patients, parents! I got the taupe color and they go with everything. I’ve worn them about a dozen times and my feet never bother me after. I can walk all over my large hospital or wait for the bus after work. I’m a size 6.5 and sized up to 7.","5.0 out of 5 stars
 Comfy and cute",,5,Amazon Review,2023-12-12T00:00:00.000Z,,,drscholls,Flats
R2ZQ5C787DJRPK,Dr. Scholl's Shoes Women's Ruler Loafer,"I don't consider my foot to be tall but I could barely even get my foot inside of this shoe. The shoe opening seemed short, therefore too tight on my foot. I had to return.","4.0 out of 5 stars
 Very hard to get my foot inside",,4,Amazon Review,2023-12-12T00:00:00.000Z,,,drscholls,Flats
R37L7ESL36GWVB,Dr. Scholl's Shoes Women's Ruler Loafer,"These are my new favs! Soft, supple and comfortable.","5.0 out of 5 stars
 Lovely shoes!",,5,Amazon Review,2023-12-11T00:00:00.000Z,,,drscholls,Flats
RV76ZA8L7Y124,Dr. Scholl's Shoes Women's Ruler Loafer,"I had 2 compliments on the first day. I wore these to an outdoor event and walked around maybe 2 miles, no sore feet. Wonderful shoes to have for a transition from work to social events!","5.0 out of 5 stars
 Comfortable!!",,5,Amazon Review,2023-12-11T00:00:00.000Z,,,drscholls,Flats
RVLSU0YBWQ80T,Dr. Scholl's Shoes Women's Ruler Loafer,I normally wear a size 9 but I ordered a9W after reading the comments. They fit perfectly. I needed a pair I could dress up jeans and wear with slacks. I love the heel.,"5.0 out of 5 stars
 Great Shoes",,5,Amazon Review,2023-12-10T00:00:00.000Z,,,drscholls,Flats
R1PUOBFPI1Z6KJ,Dr. Scholl's Shoes Women's Ruler Loafer,"I went up 1/2 size in these, I wish I had got a wide. They are very stiff and tight.","2.0 out of 5 stars
 Should of got a wide",,2,Amazon Review,2023-12-10T00:00:00.000Z,,,drscholls,Flats
RXBG80X34GRFI,Dr. Scholl's Shoes Women's Ruler Loafer,OMG I love these shoes. Super soft and comfortable.,"3.0 out of 5 stars
 Shoes",,3,Amazon Review,2023-12-07T00:00:00.000Z,,,drscholls,Flats
R1Z4RA1KPDGSYH,Dr. Scholl's Shoes Women's Ruler Loafer,"I ordered a 9 wide. They are so cute, but I think I could have ordered an 8 1/2 wide.","4.0 out of 5 stars
 Run a little big",,4,Amazon Review,2023-12-06T00:00:00.000Z,,,drscholls,Flats
R1XX3XGR5F2YKZ,Dr. Scholl's Shoes Women's Ruler Loafer,I was having issues like plantar faciitis. The cushion in these shoes are wonderful and very helpful.,"5.0 out of 5 stars
 Very comfortable",,5,Amazon Review,2023-12-05T00:00:00.000Z,,,drscholls,Flats
R72C8AMSAG764,Dr. Scholl's Shoes Women's Ruler Loafer,"This is an adorable ""almost dress"" shoe which could be easily be worn for work or even to nicer events or dressed down with jeans. I usually wear an 8 in tennis shoes so I sized down to a 7.5 and the length was correct. The issue for me is toe area is very flat and the top of my big toe rubbed against the inside top of the shoe. Unfortunately will have to return, I wish they would have fit me!","2.0 out of 5 stars
 Small Toe Box",,2,Amazon Review,2023-12-05T00:00:00.000Z,,,drscholls,Flats
R10YFWMLSY2Q0V,Dr. Scholl's Shoes Women's Ruler Loafer,Like the comfort style very nice,"5.0 out of 5 stars
 Their great",,5,Amazon Review,2023-12-02T00:00:00.000Z,,,drscholls,Flats
R1LQWAW39ZB3X3,Dr. Scholl's Shoes Women's Ruler Loafer,"These shoes run very small. I am always a true size 7, but would need an 8 in this shoe. They are stiff and there is no support or comfort at all. Would not recommend","1.0 out of 5 stars
 These shoes run very small.",,1,Amazon Review,2023-12-01T00:00:00.000Z,,,drscholls,Flats
R3CEEM6EBJ1ZWN,Dr. Scholl's Shoes Women's Ruler Loafer,I am so pleased with these shoes. I wear an 11… these fit great and are quite comfortable! I would highly recommend!!,"5.0 out of 5 stars
 Comfortable and Great fit",,5,Amazon Review,2023-11-30T00:00:00.000Z,,,drscholls,Flats
RWGZAKB1E654G,Dr. Scholl's Shoes Women's Ruler Loafer,"great fit, cushioned walk. tight at first but very comfortable in a short time.","5.0 out of 5 stars
 lovely shoes",,5,Amazon Review,2023-11-29T00:00:00.000Z,,,drscholls,Flats
R2Z8H0MJDTJC9Q,Dr. Scholl's Shoes Women's Ruler Loafer,Great for walking.,"4.0 out of 5 stars
 Shoes are comfortable.",,4,Amazon Review,2023-11-26T00:00:00.000Z,,,drscholls,Flats
R3RZ188NGXF73,Dr. Scholl's Shoes Women's Ruler Loafer,"Trie to size, no break in needed, comfortable from the first use.","5.0 out of 5 stars
 Comfortable",,5,Amazon Review,2023-11-22T00:00:00.000Z,,,drscholls,Flats
R2XT8RKJBZK8IY,Dr. Scholl's Shoes Women's Ruler Loafer,"I do not have a wide foot and can not get my feet in these shoes. I missed the return window because of a crazy work travel schedule and now I’m stuck with them. DO NOT BUY unless you have a narrow foot. I love this brand which is why I purchased, but they don’t fit like any other same brand shoes I have in my closet.","2.0 out of 5 stars
 Too narrow!!!!",,2,Amazon Review,2023-11-16T00:00:00.000Z,,,drscholls,Flats
R2XM1JGLAGN8L8,Dr. Scholl's Shoes Women's Ruler Loafer,Sooo comfy,"5.0 out of 5 stars
 Work shoes",,5,Amazon Review,2023-11-15T00:00:00.000Z,,,drscholls,Flats
R2QLASL24MSZOG,Dr. Scholl's Shoes Women's Ruler Loafer,There is nothing that I disliked about it I bought them and used them on vacation walking long periods and standing long periods of time no pain no discomfort my feet felt just as good before then after a happy surprise that doesn't happen very often!! Well made!!,"5.0 out of 5 stars
 Excellent, better than description",,5,Amazon Review,2023-11-14T00:00:00.000Z,,,drscholls,Flats
RBL5F89QQVAOP,Dr. Scholl's Shoes Women's Ruler Loafer,"These shoes are very comfortable, however, after only 2 months of wearing them, they have begun to split where the rubber and fabric meet.","1.0 out of 5 stars
 Broke apart after 2 months",,1,Amazon Review,2023-11-13T00:00:00.000Z,,,drscholls,Flats
REUIQ1HR8PS0F,Dr. Scholl's Shoes Women's Ruler Loafer,terrible,"2.0 out of 5 stars
 shoes",,2,Amazon Review,2023-11-13T00:00:00.000Z,,,drscholls,Flats
R3L7Y0TM98WS46,Dr. Scholl's Shoes Women's Ruler Loafer,Love this brand. always have good luck with it. Comfortable and very versatile. True to size,"4.0 out of 5 stars
 So comfy",,4,Amazon Review,2023-11-10T00:00:00.000Z,,,drscholls,Flats
R2P7836O778UG2,Dr. Scholl's Shoes Women's Ruler Loafer,"Size 9 fits, I am keeping them as size 9 1/2 would be to sloppy. A slight bit on the small side but with thinner socks they will be fine. This is not a good shoe t were outside in poor weather. Quality a little less than you might expect from Dr Scholls. However the style is right on.","3.0 out of 5 stars
 a little snug",,3,Amazon Review,2023-11-09T00:00:00.000Z,,,drscholls,Flats
R30QUXP6O4M9GM,Dr. Scholl's Shoes Women's Ruler Loafer,Very comfy work shoes,"5.0 out of 5 stars
 Comfy",,5,Amazon Review,2023-11-07T00:00:00.000Z,,,drscholls,Flats
R1YRA2W3MS0R4A,Dr. Scholl's Shoes Women's Ruler Loafer,Comfortable,"5.0 out of 5 stars
 Comfortable",,5,Amazon Review,2023-11-04T00:00:00.000Z,,,drscholls,Flats
R3JSOZ9F3UI4SM,Dr. Scholl's Shoes Women's Ruler Loafer,"I thought they looked cute, but the foot bed is hard, flat and no shape or support. They hurt my feet to walk in them.","1.0 out of 5 stars
 Returned them.",,1,Amazon Review,2023-11-02T00:00:00.000Z,,,drscholls,Flats
